Time, Latitude, Longitude
1980, 			35.25396lon=-115.51247, 			lat=35.25396-115.51247
1985, 			35.19076lon=-115.503105, 			lat=35.19076-115.503105
1990, 			35.116493lon=-115.54092, 			lat=35.116493-115.54092
1995, 			35.053482lon=-115.60053, 			lat=35.053482-115.60053
2000, 			35.009098lon=-115.65334, 			lat=35.009098-115.65334
2005, 			34.936665lon=-115.64606, 			lat=34.936665-115.64606
2010, 			34.86496lon=-115.63891, 			lat=34.86496-115.63891
2015, 			34.79227lon=-115.61016, 			lat=34.79227-115.61016
2020, 			34.7336lon=-115.668236, 			lat=34.7336-115.668236
2025, 			34.658787lon=-115.67574, 			lat=34.658787-115.67574
2030, 			34.581535lon=-115.64514, 			lat=34.581535-115.64514
2035, 			34.559036lon=-115.70689, 			lat=34.559036-115.70689
2040, 			34.530083lon=-115.74425, 			lat=34.530083-115.74425
2045, 			34.44205lon=-115.73169, 			lat=34.44205-115.73169
2050, 			34.35994lon=-115.69054, 			lat=34.35994-115.69054
2055, 			34.271507lon=-115.7149, 			lat=34.271507-115.7149
2060, 			34.182064lon=-115.72946, 			lat=34.182064-115.72946
2065, 			34.1655lon=-115.82143, 			lat=34.1655-115.82143
2070, 			34.1656lon=-115.91677, 			lat=34.1656-115.91677
2075, 			34.136475lon=-115.972946, 			lat=34.136475-115.972946
2080, 			34.11851lon=-116.03669, 			lat=34.11851-116.03669
2085, 			34.066654lon=-116.024345, 			lat=34.066654-116.024345
2090, 			34.01473lon=-116.03119, 			lat=34.01473-116.03119
2095, 			33.99835lon=-116.05989, 			lat=33.99835-116.05989
2100, 			33.99216lon=-116.06833, 			lat=33.99216-116.06833
2105, 			34.00543lon=-116.08277, 			lat=34.00543-116.08277
2110, 			33.99217lon=-116.07474, 			lat=33.99217-116.07474
2115, 			34.0197lon=-116.02048, 			lat=34.0197-116.02048
2120, 			33.977848lon=-116.007355, 			lat=33.977848-116.007355
2125, 			33.935196lon=-115.963715, 			lat=33.935196-115.963715
2130, 			33.92511lon=-115.92798, 			lat=33.92511-115.92798
2135, 			33.925488lon=-115.91432, 			lat=33.925488-115.91432
2140, 			33.908733lon=-115.85745, 			lat=33.908733-115.85745
2145, 			33.90174lon=-115.83484, 			lat=33.90174-115.83484
2150, 			33.902016lon=-115.83491, 			lat=33.902016-115.83491
2155, 			33.87425lon=-115.80753, 			lat=33.87425-115.80753
2160, 			33.82953lon=-115.75937, 			lat=33.82953-115.75937
2165, 			33.801086lon=-115.78137, 			lat=33.801086-115.78137
2170, 			33.78511lon=-115.79542, 			lat=33.78511-115.79542
2175, 			33.754406lon=-115.82157, 			lat=33.754406-115.82157
2180, 			33.754406lon=-115.82158, 			lat=33.754406-115.82158
2185, 			33.75442lon=-115.82156, 			lat=33.75442-115.82156
2190, 			33.75442lon=-115.82156, 			lat=33.75442-115.82156
2195, 			33.75442lon=-115.82156, 			lat=33.75442-115.82156
2200, 			33.726696lon=-115.8214, 			lat=33.726696-115.8214
2205, 			33.68641lon=-115.80227, 			lat=33.68641-115.80227
2210, 			33.68141lon=-115.80185, 			lat=33.68141-115.80185
2215, 			33.68141lon=-115.80185, 			lat=33.68141-115.80185
2220, 			33.68141lon=-115.80185, 			lat=33.68141-115.80185
2225, 			33.68141lon=-115.80185, 			lat=33.68141-115.80185
2230, 			33.66317lon=-115.802185, 			lat=33.66317-115.802185
2235, 			33.662468lon=-115.70518, 			lat=33.662468-115.70518
2240, 			33?.672157lon=-115.59767, 			lat=33?.672157-115.59767
2245, 			33.692783lon=-115.49539, 			lat=33.692783-115.49539
2250, 			33.710464lon=-115.38419, 			lat=33.710464-115.38419
2255, 			33.693287lon=-115.280914, 			lat=33.693287-115.280914
2260, 			33.66474lon=-115.18451, 			lat=33.66474-115.18451
2265, 			33.632217lon=-115.077126, 			lat=33.632217-115.077126
2270, 			33.60583lon=-114.96963, 			lat=33.60583-114.96963
2275, 			33.60911lon=-114.856544, 			lat=33.60911-114.856544
2280, 			33.608963lon=-114.74493, 			lat=33.608963-114.74493
2285, 			33.6065lon=-114.63103, 			lat=33.6065-114.63103
2290, 			33.602665lon=-114.52134, 			lat=33.602665-114.52134
2295, 			33.629536lon=-114.414925, 			lat=33.629536-114.414925
2300, 			33.65019lon=-114.30695, 			lat=33.65019-114.30695
2305, 			33.657475lon=-114.24076, 			lat=33.657475-114.24076
2310, 			33.657436lon=-114.24099, 			lat=33.657436-114.24099
2315, 			33.65751lon=-114.24075, 			lat=33.65751-114.24075
2320, 			33.666622lon=-114.18872, 			lat=33.666622-114.18872
2325, 			33.678802lon=-114.07494, 			lat=33.678802-114.07494
2330, 			33.65608lon=-113.96581, 			lat=33.65608-113.96581
2335, 			33.642235lon=-113.85104, 			lat=33.642235-113.85104
2340, 			33.626167lon=-113.73683, 			lat=33.626167-113.73683
2345, 			33.609264lon=-113.623024, 			lat=33.609264-113.623024
2350, 			33.59238lon=-113.510124, 			lat=33.59238-113.510124
2355, 			33.575394lon=-113.39722, 			lat=33.575394-113.39722
2360, 			33.558296lon=-113.28439, 			lat=33.558296-113.28439
2365, 			33.54104lon=-113.171616, 			lat=33.54104-113.171616
2370, 			33.519lon=-113.06179, 			lat=33.519-113.06179
2375, 			33.499966lon=-112.94969, 			lat=33.499966-112.94969
2380, 			33.47535lon=-112.83888, 			lat=33.47535-112.83888
2385, 			33.451378lon=-112.732155, 			lat=33.451378-112.732155
2390, 			33.427357lon=-112.6244, 			lat=33.427357-112.6244
2395, 			33.452137lon=-112.53289, 			lat=33.452137-112.53289
2400, 			33.46139lon=-112.43399, 			lat=33.46139-112.43399
2405, 			33.457626lon=-112.32885, 			lat=33.457626-112.32885
2410, 			33.462376lon=-112.22357, 			lat=33.462376-112.22357
2415, 			33.461784lon=-112.1184, 			lat=33.461784-112.1184
2420, 			33.44052lon=-112.037544, 			lat=33.44052-112.037544
2425, 			33.394547lon=-111.967735, 			lat=33.394547-111.967735
2430, 			33.305595lon=-111.97232, 			lat=33.305595-111.97232
2435, 			33.22863lon=-111.92768, 			lat=33.22863-111.92768
2440, 			33.153183lon=-111.869385, 			lat=33.153183-111.869385
2445, 			33.07286lon=-111.80757, 			lat=33.07286-111.80757
2450, 			33.041565lon=-111.785065, 			lat=33.041565-111.785065
2455, 			33.041565lon=-111.785065, 			lat=33.041565-111.785065
2460, 			33.041565lon=-111.785065, 			lat=33.041565-111.785065
2465, 			33.041565lon=-111.785065, 			lat=33.041565-111.785065
2470, 			33.041565lon=-111.785065, 			lat=33.041565-111.785065
2475, 			33.041565lon=-111.785065, 			lat=33.041565-111.785065
2480, 			33.041565lon=-111.785065, 			lat=33.041565-111.785065
2485, 			33.041565lon=-111.785065, 			lat=33.041565-111.785065
2490, 			33.041565lon=-111.785065, 			lat=33.041565-111.785065
2495, 			33.041565lon=-111.785065, 			lat=33.041565-111.785065
2500, 			33.041565lon=-111.785065, 			lat=33.041565-111.785065
2505, 			33.041565lon=-111.785065, 			lat=33.041565-111.785065
2510, 			33.041565lon=-111.785065, 			lat=33.041565-111.785065
2515, 			33.041626lon=-111.785095, 			lat=33.041626-111.785095
2520, 			33.041584lon=-111.785065, 			lat=33.041584-111.785065
2525, 			33.041573lon=-111.78507, 			lat=33.041573-111.78507
2530, 			33.041576lon=-111.78505, 			lat=33.041576-111.78505
2535, 			33.04157lon=-111.78506, 			lat=33.04157-111.78506
2540, 			33.041603lon=-111.785034, 			lat=33.041603-111.785034
2545, 			33.041637lon=-111.78514, 			lat=33.041637-111.78514
2550, 			33.04135lon=-111.78514, 			lat=33.04135-111.78514
2555, 			33.04152lon=-111.78504, 			lat=33.04152-111.78504
2560, 			33.04158lon=-111.78502, 			lat=33.04158-111.78502
2565, 			33.041584lon=-111.784996, 			lat=33.041584-111.784996
2570, 			33.0416lon=-111.78501, 			lat=33.0416-111.78501
2575, 			33.04153lon=-111.785, 			lat=33.04153-111.785
2580, 			33.04159lon=-111.78505, 			lat=33.04159-111.78505
2585, 			33.04156lon=-111.78506, 			lat=33.04156-111.78506
2590, 			33.04157lon=-111.78501, 			lat=33.04157-111.78501
2595, 			33.04157lon=-111.78504, 			lat=33.04157-111.78504
2600, 			33.041534lon=-111.78503, 			lat=33.041534-111.78503
2605, 			33.041542lon=-111.78502, 			lat=33.041542-111.78502
2610, 			33.041527lon=-111.78499, 			lat=33.041527-111.78499
2615, 			33.041508lon=-111.78505, 			lat=33.041508-111.78505
2620, 			33.04152lon=-111.78504, 			lat=33.04152-111.78504
2625, 			33.041573lon=-111.785, 			lat=33.041573-111.785
2630, 			33.041546lon=-111.78503, 			lat=33.041546-111.78503
2635, 			33.041546lon=-111.78503, 			lat=33.041546-111.78503
2640, 			33.041584lon=-111.78507, 			lat=33.041584-111.78507
2645, 			33.04147lon=-111.785, 			lat=33.04147-111.785
2650, 			33.041534lon=-111.78504, 			lat=33.041534-111.78504
2655, 			33.041588lon=-111.78501, 			lat=33.041588-111.78501
2660, 			33.041584lon=-111.785065, 			lat=33.041584-111.785065
2665, 			33.041534lon=-111.78501, 			lat=33.041534-111.78501
2670, 			33.041603lon=-111.785, 			lat=33.041603-111.785
2675, 			33.041615lon=-111.785034, 			lat=33.041615-111.785034
2680, 			33.041515lon=-111.78503, 			lat=33.041515-111.78503
2685, 			33.0416lon=-111.78509, 			lat=33.0416-111.78509
2690, 			33.041447lon=-111.78504, 			lat=33.041447-111.78504
2695, 			33.041584lon=-111.78507, 			lat=33.041584-111.78507
2700, 			33.041576lon=-111.7851, 			lat=33.041576-111.7851
2705, 			33.041496lon=-111.784996, 			lat=33.041496-111.784996
2710, 			33.04157lon=-111.78506, 			lat=33.04157-111.78506
2715, 			33.0416lon=-111.785, 			lat=33.0416-111.785
2720, 			33.0416lon=-111.785034, 			lat=33.0416-111.785034
2725, 			33.04156lon=-111.78508, 			lat=33.04156-111.78508
2730, 			33.041584lon=-111.785034, 			lat=33.041584-111.785034
2735, 			33.04157lon=-111.78504, 			lat=33.04157-111.78504
2740, 			33.041996lon=-111.78496, 			lat=33.041996-111.78496
2745, 			33.041584lon=-111.78506, 			lat=33.041584-111.78506
2750, 			33.00783lon=-111.757, 			lat=33.00783-111.757
2755, 			32.929577lon=-111.69405, 			lat=32.929577-111.69405
2760, 			32.8387lon=-111.686325, 			lat=32.8387-111.686325
2765, 			32.773582lon=-111.61383, 			lat=32.773582-111.61383
2770, 			32.732372lon=-111.54987, 			lat=32.732372-111.54987
2775, 			32.732304lon=-111.54982, 			lat=32.732304-111.54982
2780, 			32.732388lon=-111.54981, 			lat=32.732388-111.54981
2785, 			32.720474lon=-111.508286, 			lat=32.720474-111.508286
2790, 			32.66496lon=-111.41787, 			lat=32.66496-111.41787
2795, 			32.595615lon=-111.34184, 			lat=32.595615-111.34184
2800, 			32.51719lon=-111.27617, 			lat=32.51719-111.27617
2805, 			32.449245lon=-111.19842, 			lat=32.449245-111.19842
2810, 			32.385483lon=-111.11496, 			lat=32.385483-111.11496
2815, 			32.319378lon=-111.04902, 			lat=32.319378-111.04902
2820, 			32.25206lon=-110.994385, 			lat=32.25206-110.994385
2825, 			32.181313lon=-110.951904, 			lat=32.181313-110.951904
2830, 			32.134712lon=-110.8889, 			lat=32.134712-110.8889
2835, 			32.139374lon=-110.84116, 			lat=32.139374-110.84116
2840, 			32.16289lon=-110.82402, 			lat=32.16289-110.82402
2845, 			32.164925lon=-110.77272, 			lat=32.164925-110.77272
2850, 			32.179935lon=-110.736595, 			lat=32.179935-110.736595
2855, 			32.18721lon=-110.7302, 			lat=32.18721-110.7302
2860, 			32.187477lon=-110.7302, 			lat=32.187477-110.7302
2865, 			32.18773lon=-110.72994, 			lat=32.18773-110.72994
2870, 			32.18743lon=-110.73022, 			lat=32.18743-110.73022
2875, 			32.187126lon=-110.73113, 			lat=32.187126-110.73113
2880, 			32.187107lon=-110.73118, 			lat=32.187107-110.73118
2885, 			32.18988lon=-110.731415, 			lat=32.18988-110.731415
2890, 			32.19237lon=-110.7317, 			lat=32.19237-110.7317
2895, 			32.20163lon=-110.72346, 			lat=32.20163-110.72346
2900, 			32.191612lon=-110.70754, 			lat=32.191612-110.70754
2905, 			32.17232lon=-110.72005, 			lat=32.17232-110.72005
2910, 			32.180035lon=-110.735954, 			lat=32.180035-110.735954
2915, 			32.135223lon=-110.734245, 			lat=32.135223-110.734245
2920, 			32.105015lon=-110.77279, 			lat=32.105015-110.77279
2925, 			32.070984lon=-110.772835, 			lat=32.070984-110.772835
2930, 			32.018173lon=-110.70728, 			lat=32.018173-110.70728
2935, 			31.992426lon=-110.60544, 			lat=31.992426-110.60544
2940, 			31.971985lon=-110.49282, 			lat=31.971985-110.49282
2945, 			31.962994lon=-110.38679, 			lat=31.962994-110.38679
2950, 			31.968458lon=-110.27919, 			lat=31.968458-110.27919
2955, 			31.993864lon=-110.172485, 			lat=31.993864-110.172485
2960, 			32.04461lon=-110.09061, 			lat=32.04461-110.09061
2965, 			32.119095lon=-110.01746, 			lat=32.119095-110.01746
2970, 			32.18527lon=-109.?934395, 			lat=32.18527-109.?934395
2975, 			32.25346lon=-109.85383, 			lat=32.25346-109.85383
2980, 			32.324265lon=-109.77569, 			lat=32.324265-109.77569
2985, 			32.359722lon=-109.672485, 			lat=32.359722-109.672485
2990, 			32.340847lon=-109.565895, 			lat=32.340847-109.565895
2995, 			32.317238lon=-109.45715, 			lat=32.317238-109.45715
3000, 			32.295387lon=-109.3461, 			lat=32.295387-109.3461
3005, 			32.26584lon=-109.23682, 			lat=32.26584-109.23682
3010, 			32.24504lon=-109.12553, 			lat=32.24504-109.12553
3015, 			32.22377lon=-109.01475, 			lat=32.22377-109.01475
3020, 			32.26137lon=-108.912704, 			lat=32.26137-108.912704
3025, 			32.31627lon=-108.81733, 			lat=32.31627-108.81733
3030, 			32.35501lon=-108.73802, 			lat=32.35501-108.73802
3035, 			32.353775lon=-108.73596, 			lat=32.353775-108.73596
3040, 			32.353848lon=-108.735565, 			lat=32.353848-108.735565
3045, 			32.34714lon=-108.72578, 			lat=32.34714-108.72578
3050, 			32.320934lon=-108.62244, 			lat=32.320934-108.62244
3055, 			32.266502lon=-108.53031, 			lat=32.266502-108.53031
3060, 			32.210472lon=-108.43708, 			lat=32.210472-108.43708
3065, 			32.18676lon=-108.33596, 			lat=32.18676-108.33596
3070, 			32.207863lon=-108.22487, 			lat=32.207863-108.22487
3075, 			32.22548lon=-108.11198, 			lat=32.22548-108.11198
3080, 			32.24058lon=-107.99857, 			lat=32.24058-107.99857
3085, 			32.2549lon=-107.88509, 			lat=32.2549-107.88509
3090, 			32.268852lon=-107.77167, 			lat=32.268852-107.77167
3095, 			32.28342lon=-107.66925, 			lat=32.28342-107.66925
3100, 			32.277103lon=-107.55603, 			lat=32.277103-107.55603
3105, 			32.243874lon=-107.44737, 			lat=32.243874-107.44737
3110, 			32.243378lon=-107.33558, 			lat=32.243378-107.33558
3115, 			32.24106lon=-107.22082, 			lat=32.24106-107.22082
3120, 			32.251205lon=-107.10633, 			lat=32.251205-107.10633
3125, 			32.263855lon=-106.99192, 			lat=32.263855-106.99192
3130, 			32.28069lon=-106.887726, 			lat=32.28069-106.887726
3135, 			32.286903lon=-106.78527, 			lat=32.286903-106.78527
3140, 			32.291393lon=-106.74, 			lat=32.291393-106.74
3145, 			32.358715lon=-106.756805, 			lat=32.358715-106.756805
3150, 			32.399723lon=-106.67243, 			lat=32.399723-106.67243
3155, 			32.431053lon=-106.5814, 			lat=32.431053-106.5814
3160, 			32.437847lon=-106.488846, 			lat=32.437847-106.488846
3165, 			32.483917lon=-106.40222, 			lat=32.483917-106.40222
3170, 			32.561283lon=-106.34154, 			lat=32.561283-106.34154
3175, 			32.638638lon=-106.28073, 			lat=32.638638-106.28073
3180, 			32.71591lon=-106.21985, 			lat=32.71591-106.21985
3185, 			32.774055lon=-106.17681, 			lat=32.774055-106.17681
3190, 			32.790497lon=-106.19504, 			lat=32.790497-106.19504
3195, 			32.816895lon=-106.26296, 			lat=32.816895-106.26296
3200, 			32.81692lon=-106.26299, 			lat=32.81692-106.26299
3205, 			32.817135lon=-106.262665, 			lat=32.817135-106.262665
3210, 			32.816875lon=-106.26298, 			lat=32.816875-106.26298
3215, 			32.823532lon=-106.271736, 			lat=32.823532-106.271736
3220, 			32.82357lon=-106.271736, 			lat=32.82357-106.271736
3225, 			32.819115lon=-106.270836, 			lat=32.819115-106.270836
3230, 			32.799168lon=-106.25177, 			lat=32.799168-106.25177
3235, 			32.788635lon=-106.19119, 			lat=32.788635-106.19119
3240, 			32.779366lon=-106.17226, 			lat=32.779366-106.17226
3245, 			32.77936lon=-106.17226, 			lat=32.77936-106.17226
3250, 			32.803436lon=-106.12345, 			lat=32.803436-106.12345
3255, 			32.84268lon=-106.04002, 			lat=32.84268-106.04002
3260, 			32.87097lon=-105.97001, 			lat=32.87097-105.97001
3265, 			32.91982lon=-105.97005, 			lat=32.91982-105.97005
3270, 			32.982307lon=-105.98336, 			lat=32.982307-105.98336
3275, 			33.057335lon=-106.01388, 			lat=33.057335-106.01388
3280, 			33.104816lon=-106.04153, 			lat=33.104816-106.04153
3285, 			33.182926lon=-106.05248, 			lat=33.182926-106.05248
3290, 			33.262142lon=-106.065605, 			lat=33.262142-106.065605
3295, 			33.340942lon=-106.08289, 			lat=33.340942-106.08289
3300, 			33.420807lon=-106.06781, 			lat=33.420807-106.06781
3305, 			33.49992lon=-106.04835, 			lat=33.49992-106.04835
3310, 			33.564453lon=-105.991, 			lat=33.564453-105.991
3315, 			33.615314lon=-105.91569, 			lat=33.615314-105.91569
3320, 			33.647533lon=-105.86943, 			lat=33.647533-105.86943
3325, 			33.64684lon=-105.8709, 			lat=33.64684-105.8709
3330, 			33.678143lon=-105.913925, 			lat=33.678143-105.913925
3335, 			33.738663lon=-105.972084, 			lat=33.738663-105.972084
3340, 			33.74858lon=-106.062386, 			lat=33.74858-106.062386
3345, 			33.774708lon=-106.14878, 			lat=33.774708-106.14878
3350, 			33.80759lon=-106.22465, 			lat=33.80759-106.22465
3355, 			33.852722lon=-106.29814, 			lat=33.852722-106.29814
3360, 			33.889004lon=-106.3761, 			lat=33.889004-106.3761
3365, 			33.87786lon=-106.47024, 			lat=33.87786-106.47024
3370, 			33.87974lon=-106.56519, 			lat=33.87974-106.56519
3375, 			33.884068lon=-106.660164, 			lat=33.884068-106.660164
3380, 			33.892216lon=-106.754234, 			lat=33.892216-106.754234
3385, 			33.917713lon=-106.84218, 			lat=33.917713-106.84218
3390, 			33.959152lon=-106.88672, 			lat=33.959152-106.88672
3395, 			34.0506lon=-106.88741, 			lat=34.0506-106.88741
3400, 			34.14095lon=-106.91208, 			lat=34.14095-106.91208
3405, 			34.231724lon=-106.91673, 			lat=34.231724-106.91673
3410, 			34.319607lon=-106.883896, 			lat=34.319607-106.883896
3415, 			34.40593lon=-106.848015, 			lat=34.40593-106.848015
3420, 			34.493294lon=-106.81272, 			lat=34.493294-106.81272
3425, 			34.585278lon=-106.790375, 			lat=34.585278-106.790375
3430, 			34.679703lon=-106.79494, 			lat=34.679703-106.79494
3435, 			34.775272lon=-106.77765, 			lat=34.775272-106.77765
3440, 			34.864567lon=-106.73781, 			lat=34.864567-106.73781
3445, 			34.948185lon=-106.694786, 			lat=34.948185-106.694786
3450, 			35.01768lon=-106.63901, 			lat=35.01768-106.63901
3455, 			35.098778lon=-106.63155, 			lat=35.098778-106.63155
3460, 			35.084217lon=-106.53556, 			lat=35.084217-106.53556
3465, 			35.06465lon=-106.43225, 			lat=35.06465-106.43225
3470, 			35.086555lon=-106.37923, 			lat=35.086555-106.37923
3475, 			35.10204lon=-106.2892, 			lat=35.10204-106.2892
3480, 			35.06172lon=-106.186165, 			lat=35.06172-106.186165
3485, 			35.018745lon=-106.08286, 			lat=35.018745-106.08286
3490, 			35.011284lon=-106.04373, 			lat=35.011284-106.04373
3495, 			35.010887lon=-106.04384, 			lat=35.010887-106.04384
3500, 			35.010998lon=-106.04371, 			lat=35.010998-106.04371
3505, 			35.01096lon=-106.04379, 			lat=35.01096-106.04379
3510, 			35.010933lon=-106.043816, 			lat=35.010933-106.043816
3515, 			35.01096lon=-106.04382, 			lat=35.01096-106.04382
3520, 			35.01094lon=-106.04377, 			lat=35.01094-106.04377
3525, 			35.01096lon=-106.04378, 			lat=35.01096-106.04378
3530, 			35.010933lon=-106.04378, 			lat=35.010933-106.04378
3535, 			35.004818lon=-106.015854, 			lat=35.004818-106.015854
3540, 			35.00609lon=-105.899414, 			lat=35.00609-105.899414
3545, 			35.004673lon=-105.78624, 			lat=35.004673-105.78624
3550, 			35.008766lon=-105.67328, 			lat=35.008766-105.67328
3555, 			35.00192lon=-105.55645, 			lat=35.00192-105.55645
3560, 			34.99847lon=-105.44078, 			lat=34.99847-105.44078
3565, 			34.99283lon=-105.32336, 			lat=34.99283-105.32336
3570, 			34.987095lon=-105.206085, 			lat=34.987095-105.206085
3575, 			34.98133lon=-105.08857, 			lat=34.98133-105.08857
3580, 			34.97534lon=-104.971245, 			lat=34.97534-104.971245
3585, 			34.96946lon=-104.85658, 			lat=34.96946-104.85658
3590, 			34.96297lon=-104.739525, 			lat=34.96297-104.739525
3595, 			34.95122lon=-104.63201, 			lat=34.95122-104.63201
3600, 			34.99971lon=-104.530914, 			lat=34.99971-104.530914
3605, 			35.02654lon=-104.42007, 			lat=35.02654-104.42007
3610, 			35.05913lon=-104.311066, 			lat=35.05913-104.311066
3615, 			35.067062lon=-104.194984, 			lat=35.067062-104.194984
3620, 			35.090546lon=-104.08166, 			lat=35.090546-104.08166
3625, 			35.12066lon=-103.97067, 			lat=35.12066-103.97067
3630, 			35.122864lon=-103.857, 			lat=35.122864-103.857
3635, 			35.153194lon=-103.75005, 			lat=35.153194-103.75005
3640, 			35.172287lon=-103.63932, 			lat=35.172287-103.63932
3645, 			35.173195lon=-103.52147, 			lat=35.173195-103.52147
3650, 			35.136402lon=-103.41746, 			lat=35.136402-103.41746
3655, 			35.112343lon=-103.306694, 			lat=35.112343-103.306694
3660, 			35.141876lon=-103.19605, 			lat=35.141876-103.19605
3665, 			35.177612lon=-103.08658, 			lat=35.177612-103.08658
3670, 			35.19005lon=-102.97201, 			lat=35.19005-102.97201
3675, 			35.227528lon=-102.86345, 			lat=35.227528-102.86345
3680, 			35.260284lon=-102.75368, 			lat=35.260284-102.75368
3685, 			35.272007lon=-102.63823, 			lat=35.272007-102.63823
3690, 			35.26207lon=-102.521935, 			lat=35.26207-102.521935
3695, 			35.237892lon=-102.410286, 			lat=35.237892-102.410286
3700, 			35.219276lon=-102.2952, 			lat=35.219276-102.2952
3705, 			35.20893lon=-102.17863, 			lat=35.20893-102.17863
3710, 			35.1912lon=-102.06381, 			lat=35.1912-102.06381
3715, 			35.187267lon=-101.95046, 			lat=35.187267-101.95046
3720, 			35.19488lon=-101.85189, 			lat=35.19488-101.85189
3725, 			35.192646lon=-101.75671, 			lat=35.192646-101.75671
3730, 			35.20688lon=-101.65465, 			lat=35.20688-101.65465
3735, 			35.220783lon=-101.549095, 			lat=35.220783-101.549095
3740, 			35.221508lon=-101.43015, 			lat=35.221508-101.43015
3745, 			35.218758lon=-101.38193, 			lat=35.218758-101.38193
3750, 			35.218758lon=-101.38195, 			lat=35.218758-101.38195
3755, 			35.218758lon=-101.381905, 			lat=35.218758-101.381905
3760, 			35.20756lon=-101.30746, 			lat=35.20756-101.30746
3765, 			35.20742lon=-101.188484, 			lat=35.20742-101.188484
3770, 			35.195103lon=-101.077545, 			lat=35.195103-101.077545
3775, 			35.18296lon=-100.96053, 			lat=35.18296-100.96053
3780, 			35.180588lon=-100.84333, 			lat=35.180588-100.84333
3785, 			35.215202lon=-100.73993, 			lat=35.215202-100.73993
3790, 			35.228306lon=-100.62566, 			lat=35.228306-100.62566
3795, 			35.22682lon=-100.50602, 			lat=35.22682-100.50602
3800, 			35.226845lon=-100.38822, 			lat=35.226845-100.38822
3805, 			35.228214lon=-100.27021, 			lat=35.228214-100.27021
3810, 			35.226704lon=-100.15347, 			lat=35.226704-100.15347
3815, 			35.226658lon=-100.035866, 			lat=35.226658-100.035866
3820, 			35.226524lon=-99.91888, 			lat=35.226524-99.91888
3825, 			35.229805lon=-99.79967, 			lat=35.229805-99.79967
3830, 			35.26199lon=-99.69169, 			lat=35.26199-99.69169
3835, 			35.311752lon=-99.6138, 			lat=35.311752-99.6138
3840, 			35.375786lon=-99.52984, 			lat=35.375786-99.52984
3845, 			35.38561lon=-99.414635, 			lat=35.38561-99.414635
3850, 			35.421497lon=-99.316475, 			lat=35.421497-99.316475
3855, 			35.431335lon=-99.20518, 			lat=35.431335-99.20518
3860, 			35.48004lon=-99.10765, 			lat=35.48004-99.10765
3865, 			35.495213lon=-98.99589, 			lat=35.495213-98.99589
3870, 			35.516083lon=-98.886284, 			lat=35.516083-98.886284
3875, 			35.522167lon=-98.77151, 			lat=35.522167-98.77151
3880, 			35.53626lon=-98.66009, 			lat=35.53626-98.66009
3885, 			35.533955lon=-98.54406, 			lat=35.533955-98.54406
3890, 			35.529255lon=-98.42456, 			lat=35.529255-98.42456
3895, 			35.523224lon=-98.307785, 			lat=35.523224-98.307785
3900, 			35.529083lon=-98.19298, 			lat=35.529083-98.19298
3905, 			35.529682lon=-98.07501, 			lat=35.529682-98.07501
3910, 			35.50112lon=-97.94396, 			lat=35.50112-97.94396
3915, 			35.460094lon=-97.617805, 			lat=35.460094-97.617805
3920, 			35.456818lon=-97.50887, 			lat=35.456818-97.50887
3925, 			35.397976lon=-97.49521, 			lat=35.397976-97.49521
3930, 			35.320084lon=-97.49012, 			lat=35.320084-97.49012
3935, 			35.262207lon=-97.474625, 			lat=35.262207-97.474625
3940, 			35.260?788lon=-97.47337, 			lat=35.260?788-97.47337
